   1.998100000000E+003   1.616474570650E+009   3.537352028653E+008   1.269485172095E+007   0.000000000000E+000   1.269485172095E+007   4.716192652236E+007   0.000000000000E+000   4.716192652236E+007   9.241887096591E+007   1.684258814288E+003   9.575319153840E+005   1.190591729970E+005   2.387470152805E+003
   1.998200000000E+003   1.610290060826E+009   2.832958155361E+007   1.266270309993E+007   3.423824525320E+005   1.232032064740E+007   2.339785571743E+007  -4.144640565040E+005   2.381231977393E+007  -4.532169771781E+007   1.701793198840E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.998300000000E+003   1.613156278174E+009   3.280456149455E+007   1.266515493661E+007   3.568197999605E+005   1.230833513665E+007   3.511758120524E+007  -8.341442285412E+005   3.595172543378E+007   1.182862454329E+005   1.701433734740E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.998400000000E+003   1.616436734323E+009  -9.453424781250E+006   1.266515493661E+007   1.201424297863E+007   6.509119579804E+005  -3.217627460316E+007  -3.244663412610E+007   2.703595229418E+005   6.172996006540E+005   1.700155660994E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.998500000000E+003   1.615422354813E+009  -5.644756224114E+007   1.265825508308E+007   1.244243177847E+007   2.158233046136E+005  -8.480969000476E+007  -8.491689985933E+007   1.072098545695E+005   1.579557255130E+006   1.698207435880E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.998600000000E+003   1.609733262661E+009  -1.191659392797E+008   1.265382030807E+007   1.265101464582E+007   2.805662256256E+003  -1.600066752272E+008  -1.600070328963E+008   3.576690967781E+002   2.925364825378E+006   1.697301951886E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.998700000000E+003   1.597744488146E+009  -1.152298185231E+008   1.264722340484E+007   1.260866258847E+007   3.856081637435E+004  -1.219072443679E+008  -1.219258485028E+008   1.860413483717E+004   2.664790451148E+006   1.697301951886E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.998800000000E+003   1.586186433907E+009  -1.472273447570E+007   1.264371616610E+007   1.352773098323E+006   1.129094306777E+007   3.467716778788E+007  -3.552813691482E+006   3.822998147936E+007   3.574689845519E+005   1.697301951886E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.998900000000E+003   1.584688219655E+009   4.801329647322E+007   1.264112208564E+007   1.826974625815E+005   1.245842462306E+007   7.988974759392E+007  -1.277144665218E+005   8.001746206044E+007  -4.530070534059E+004   1.697301951886E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.999000000000E+003   1.589489549302E+009   2.991641488531E+007   1.264112208564E+007   0.000000000000E+000   1.264112208564E+007   2.121724112480E+007   0.000000000000E+000   2.121724112480E+007   2.051431990368E+004   1.697405778966E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.999100000000E+003   1.592516164328E+009   3.709728123731E+007   1.264459470905E+007   0.000000000000E+000   1.264459470905E+007   4.109588639730E+007   0.000000000000E+000   4.109588639730E+007   4.154288470889E+003   1.697579985889E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.999200000000E+003   1.596260470576E+009   8.318348970846E+007   1.264789120625E+007   0.000000000000E+000   1.264789120625E+007   1.066702289029E+008   0.000000000000E+000   1.066702289029E+008  -2.066531817163E+004   1.697860771515E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
   1.999300000000E+003   1.604644586642E+009   5.850523017388E+007   1.265374679754E+007   1.464677120060E+005   1.250727908553E+007   4.651415701490E+007  -8.969801640626E+004   4.660385503131E+007   1.138973910253E+004   1.697976874098E+003   9.575749307050E+005   1.190708393480E+005   2.425884537688E+003
